x,y,z,label
-0.3355817,-0.028349316,0.475641,1
-0.15476422,0.062740505,0.4575855,1
-0.18565698,-0.13431922,-0.09163768,0
-0.0036398533,0.06524808,-0.18599056,0
0.011547912,0.45091784,-0.20994407,0
-0.18970527,0.036444765,0.36178714,1
0.09493435,0.056837693,-0.18599056,0
0.081035696,-0.09218223,0.07876692,1
0.19884516,0.31132624,0.09089105,1
-0.059211057,0.2823691,-0.06719239,0
0.28053552,-0.10563181,0.05304308,1
0.14271314,-0.1763121,0.13007566,1
0.17825921,-0.18416357,0.0117583405,1
-0.044018883,0.1943069,-0.12386158,0
-0.21802336,0.020586561,0.48332784,1
0.14737971,-0.078908086,0.13201585,1
-0.03811189,0.025747484,0.059374504,0
0.0026317742,-0.10352878,0.29974985,1
0.3207785,-0.17349347,0.06710385,1
0.08330995,0.13453197,0.059374504,1
0.1937628,0.18280321,0.18726882,1
0.32735458,0.18350768,0.038318254,1
0.16527247,0.2917674,0.17177497,1
0.26600662,-0.18167143,0.008461999,1
-0.08457082,0.051968142,0.23558313,1
-0.025514333,0.017523605,-0.16916284,0
0.10300338,-0.1763121,-0.7706584,0
0.15648358,-0.09174833,0.09114946,1
-0.14979516,-0.09218223,-0.46672887,0
-0.48814228,-0.1041065,0.48560038,1
-0.20642039,0.18414056,0.40665457,1
0.07624287,0.05702908,0.20309767,1
-0.39789674,-0.105503894,0.48765296,1
0.4098253,-0.22384046,-0.092561714,1
0.07308777,0.04996449,0.10617736,1
0.0046901335,0.017523605,-0.13473752,0
0.04735727,-0.09218223,-0.35355166,0
0.0059845163,0.029060954,0.3137635,1
0.15636414,0.20268567,-0.06268729,0
-0.0814893,-0.1763121,-0.26802602,0
-0.12935819,0.017523605,-0.26788485,0
0.08887215,0.21828125,-0.18033014,0
0.16859813,-0.1763121,-0.49574286,0
-0.13386844,0.26649794,-0.10986568,0
-0.1428691,-0.039896905,-0.2890079,0
-0.17499378,-0.04299032,0.41168725,1
0.3204839,-0.04532807,0.14718212,1
-0.43618777,-0.054098085,0.5587799,1
0.12067034,0.2675593,-0.050956383,0
0.09744082,-0.04910329,-0.43509406,0
-0.02538414,-0.01999119,-0.38501808,0
-0.09871721,0.09429958,0.26735696,1
0.24096842,0.019571088,0.04669359,1
0.29164067,-0.13894483,-0.03854345,1
0.014707622,-0.09218223,-0.90774745,0
0.21273309,0.33729404,0.12781212,1
0.09948701,-0.20477743,0.14207824,1
-0.092540264,-0.09218223,-0.5343216,0
0.07012133,-0.01999119,-0.44150862,0
-0.10198285,-0.15403728,0.20538297,1
-0.06969572,0.0782033,-0.25616568,0
0.052938096,-0.0598837,-0.5496541,0
0.11531822,0.017523605,-0.29205397,0
-0.027094707,-0.09218223,-0.97146344,0
-0.09701811,-0.0672111,0.42269465,1
-0.057412755,0.13210975,0.26049075,1
-0.3780462,-0.009268455,0.5752834,1
-0.12223685,0.017523605,-0.2177932,0
-0.16987407,0.036492832,0.425539,1
0.06357506,-0.16981629,-0.9014264,0
-0.21225429,0.23117815,0.31687072,1
0.1339491,-0.1763121,-0.17766476,0
0.054245166,-0.09218223,-0.9141524,0
0.04898194,-0.09218223,0.0973909,1
-0.2697671,0.21291229,0.357837,1
0.07155257,-0.11166304,-0.88791054,0
0.10068543,-0.09218223,-0.7363507,0
0.07988629,-0.09218223,-0.8418,0
0.059695087,0.078161165,0.16892344,1
0.03179566,-0.025948519,-0.5496541,0
-0.21796806,-0.16747834,0.44260547,1
0.04231532,0.042804904,0.059374504,0
0.046597783,0.4806329,-0.19618092,0
0.03428285,-0.1763121,-0.3627683,0
0.052289326,-0.1428736,0.3564057,1
0.45564687,-0.16335958,-0.111420766,1
0.117257796,0.07915973,0.3179965,1
0.00093332597,-0.20264526,0.28818297,1
0.16122952,0.21339697,0.24204186,1
0.10724277,0.105246745,0.05930603,1
0.027775394,-0.0055853925,-0.5310767,0
0.030125389,-0.070212394,-0.7596229,0
-0.08664375,-0.06650176,0.3414724,1
0.031721666,-0.059216507,-0.7908952,0
-0.12280939,-0.09218223,-0.7783482,0
-0.49631307,-0.13502894,0.5582734,1
-0.4984059,-0.07231708,0.4691453,1
0.42701954,-0.18639009,-0.19358183,1
0.000914521,-0.017351992,-0.4560665,0
-0.17259781,-0.21246089,0.35519215,1
-0.20997304,0.026120607,0.39188462,1
0.031244334,0.4929613,-0.20514134,0
-0.18565698,-0.16175352,0.070016086,0
0.5610186,-0.16111359,-0.09140346,1
-0.18564732,-0.12964673,-0.54184335,0
0.14535394,-0.1763121,-0.29247174,0
0.601258,-0.24578418,-0.17236628,1
-0.03360134,-0.09218223,-0.94451094,0
0.09732369,-0.0041011386,0.269132,1
0.24196348,0.26028568,0.15194848,1
0.42549592,-0.15444538,-0.11419289,1
-0.109147325,0.3224494,-0.0029423148,0
-0.04079987,0.25126335,-0.2390561,0
0.004361613,0.3255085,-0.06719239,0
0.10724277,0.03611524,0.01489263,0
-0.059810985,-0.1763121,0.082210146,0
-0.22792353,0.07657366,0.37858245,1
0.21875912,0.1513571,0.16884732,1
0.2691346,0.008563602,-0.009833682,1
-0.015184797,0.5985647,-0.19308071,0
-0.14462405,0.12643391,0.26682058,1
0.57492846,-0.2418813,-0.11106152,1
0.49551538,-0.10770686,-0.023619177,1
0.28539565,-0.08945307,0.07128311,1
-0.14900039,-0.16089539,0.28939685,1
-0.1428691,-0.00026032462,-0.11716495,0
-0.09695842,0.3133885,-0.05201644,0
0.3750445,-0.09705854,-0.0398429,1
0.0815228,-0.09704165,0.24721372,1
0.0420639,0.1943069,-0.030307975,0
0.34861478,-0.1546189,-0.01093915,1
-0.18131872,-0.09218223,0.15370308,0
0.10724277,0.12059904,-0.124910876,0
-0.118483625,-0.09218223,0.16045482,0
0.12795912,-0.13061427,0.24510077,1
-0.18565698,-0.15832765,0.27819446,1
-0.33442864,-0.05289688,0.55470985,1
0.22482862,0.18796422,0.0322999,1
0.15303676,-0.1763121,-0.23350812,0
-0.0016062494,0.1943069,-0.049363505,0
-0.6278029,-0.012098953,0.5130251,1
0.097884215,-0.1763121,0.055377647,1
0.11175104,0.17217277,-0.16018628,0
-0.4315259,0.0008361035,0.560891,1
-0.058562566,-0.1763121,-0.7570583,0
0.07538535,0.3688178,-0.07366832,0
0.46407342,-0.13005595,-0.11622802,1
0.04690488,0.2816373,0.20054288,1
0.22845668,-0.13441436,0.10298877,1
-0.11217422,0.15473631,-0.029448874,0
0.03702795,0.26649794,-0.0042164507,0
0.1781578,0.006643686,0.06481906,1
-0.545758,-0.043780178,0.657967,1
0.06848191,-0.09218223,-0.8894879,0
0.0090863155,-0.07228306,0.19406147,1
0.10724277,0.026965195,-0.01764055,0
-0.37137616,-0.07368235,0.40617454,1
-0.00949086,0.017523605,0.08665064,0
0.029438455,0.028955685,0.12875524,1
0.056528468,-0.09218223,-0.42190927,0
0.051753793,-0.15601808,-0.9214543,0
-0.39085805,0.042208344,0.371264,1
-0.34487763,0.018885674,0.5135205,1
-0.1428691,-0.011605326,-0.21760966,0
0.14078157,0.43465617,0.13101615,1
-0.048530485,0.22836058,-0.2509875,0
0.14393428,0.22758676,0.13388105,1
-0.3008664,-0.08161541,0.42971098,1
0.13475268,-0.19695091,0.1101948,1
-0.15589666,-0.17301889,0.29859963,1
0.1408046,-0.16466323,0.15521455,1
-0.10719617,-0.08649064,-0.6521781,0
0.26212135,0.14060903,0.036067646,1
0.15636414,0.22456917,-0.08070425,0
-0.48989457,-0.120242074,0.60621214,1
-0.27001536,-0.07062333,0.45150232,1
-0.023668027,0.1943069,-0.07648722,0
0.23067027,-0.16408813,0.08084924,1
-0.095974594,0.15927961,0.35269138,1
0.23754348,-0.201429,0.16807568,1
-0.10680378,0.08088466,0.29430607,1
-0.15570627,0.26562464,-0.035710067,0
0.15439296,-0.09900929,0.15349558,1
0.07101975,0.09275789,-0.29926684,0
-0.08639136,-0.17633823,0.21476956,1
0.10637939,-0.1763121,-0.6658295,0
-0.18565698,-0.14519349,-0.51154363,0
0.22135305,0.2938547,0.16470787,1
0.06107836,-0.12781358,0.15938656,1
-0.029223971,-0.049266696,0.29617286,1
-0.4068465,0.02932081,0.5655642,1
-0.11217422,0.16844133,-0.035210107,0
0.2485549,0.3225943,0.091698565,1
-0.08522949,0.054875217,-0.29274666,0
-0.1276147,-0.1763121,-0.02057435,0
-0.16869032,0.046863854,0.2959456,1
0.09744082,-0.05477008,-0.5046399,0
-0.15570627,0.26241624,-0.120299436,0
-0.33165795,-0.026270786,0.65202975,1
-0.050857,0.037988633,0.21283135,1
-0.25653303,0.10813979,0.5074139,1
0.13271551,-0.09218223,-0.7124397,0
-0.065938644,-0.1763121,0.17168726,1
0.12972422,0.3715582,-0.03953124,0
0.18408717,0.10692319,0.11560178,1
0.004950046,0.017523605,-0.20858508,0
-0.12398669,-0.1763121,-0.5428543,0
-0.07007788,-0.11740721,0.32196173,1
-0.087222025,-0.1492912,0.29570022,1
-0.45445567,-0.010553058,0.6065479,1
-0.1428691,-0.01762126,-0.2912997,0
0.11406676,-0.09218223,-0.7768236,0
-0.08830911,-0.15676564,0.44545507,1
0.13395888,0.3479514,-0.21299931,0
-0.079514086,0.032817442,0.2650693,1
0.113050714,-0.15742189,0.10301069,1
0.35800073,-0.14331715,0.012180621,1
0.031278852,0.028823733,0.059374504,0
0.03982368,0.044101533,0.24536876,1
0.19738007,0.025145872,0.10391515,1
0.010738771,-0.08327429,0.1219816,1
-0.2434875,-0.13251042,0.3504055,1
0.11321804,-0.1763121,-0.6314507,0
-0.031015724,0.0973442,0.22719304,1
0.0455893,0.26924628,-0.06719239,0
0.08976823,-0.19760099,0.20975922,1
0.000998294,-0.1763121,-0.29353806,0
-0.1593947,-0.10213353,-0.73384714,0
-0.5571773,-0.075971745,0.5372337,1
-0.21691103,-0.13961242,0.3873458,1
-0.06594141,0.024782369,0.29874578,1
-0.091789454,0.017523605,-0.027021725,0
-0.21345289,-0.08503603,0.29127094,1
-0.2683648,0.063356034,0.328649,1
-0.010750779,-0.10965267,-0.9939118,0
-0.5681902,-0.10248806,0.5953758,1
-0.10719617,-0.09210763,-0.64179593,0
-0.111475945,-0.1660039,0.29858288,1
-0.1428691,-0.041628107,0.048990384,0
-0.1428691,-0.07450864,-0.01348484,0
-0.3673987,-0.14284691,0.46495312,1
-0.073851466,0.27379042,-0.09414922,0
0.0011811715,-0.04458452,0.17997108,1
0.20451698,0.2247038,0.12779605,1
0.06668549,0.017523605,0.14503253,1
-0.12495544,-0.015094808,0.45130864,1
0.45796266,-0.14613566,-0.05949775,1
0.14072803,-0.09218223,-0.3758035,0
0.032031897,0.26649794,-0.0017992874,0
-0.11358646,-0.09218223,-0.048241686,0
-0.17169793,-0.15737951,0.43696684,1
-0.0049550436,-0.1453779,0.3190739,1
-0.012275645,-0.1763121,-0.47753215,0
0.028230863,0.07509509,0.22417499,1
-0.07402461,0.017523605,0.03424996,0
0.09279082,0.00923239,0.14487231,1
-0.5516187,-0.04219203,0.4611355,1
0.17528509,-0.1763121,-0.06882566,1
0.22093591,-0.1188293,0.11406063,1
0.0840858,0.4205438,-0.02250288,0
0.025319263,-0.01999119,-0.51040184,0
-0.018977128,-0.1763121,-0.56273335,0
-0.15652665,-0.09218223,0.31289685,1
0.109537415,-0.109289005,0.052976027,1
-0.058646217,-0.0131586045,-0.4342206,0
-0.12513337,0.18444578,0.15526721,0
-0.30198497,-0.16618049,0.46160987,1
-0.03297247,-0.1763121,-0.3237032,0
-0.08615508,0.05702908,0.14544015,1
-0.02282968,-0.075698584,-0.7200394,0
0.10531824,-0.20871364,0.23715316,1
-0.50972605,-0.12599918,0.5325403,1
-0.059835494,0.401191,-0.13133618,0
-0.002124838,-0.0645715,-0.7706628,0
0.08551832,-0.17468524,-0.861318,0
-0.06785885,0.14782602,-0.25306538,0
0.17758611,-0.018047748,0.13971493,1
0.1757378,-0.14249417,-0.5282913,0
-0.17675716,0.062021207,0.38899022,1
-0.06871931,0.087369666,-0.21353684,0
-0.18114659,-0.09218223,-0.49302652,0
-0.1428691,0.0171899,-0.18282208,0
-0.14068405,0.1943069,-0.0200715,0
-0.45645037,-0.07559684,0.5564298,1
-0.2240309,0.2729164,0.4545106,1
0.05580456,0.042279948,0.298152,1
-0.0698058,-0.1763121,0.011950351,0
-0.30120608,-0.0018989318,0.5281028,1
0.015653696,0.26836148,0.20132236,1
-0.14056413,-0.09218223,-0.29978713,0
-0.10671617,0.17820962,-0.19554357,0
-0.10938573,0.04884099,0.3299605,1
-0.18565698,-0.13415349,-0.08713056,0
-0.08659045,0.06981641,-0.22347772,0
-0.043191127,-0.09218223,-0.7011047,0
-0.20666125,-0.030457104,0.2716663,1
-0.121174395,0.06260387,0.28874725,1
0.5102763,-0.12064276,-0.010573595,1
-0.17049555,-0.06480065,0.54089457,1
0.41980356,-0.14347091,-0.08654877,1
0.09744082,-0.020051952,-0.43667483,0
0.01624072,-0.09218223,-0.28646478,0
0.21005738,0.017361296,0.13946007,1
0.025519546,-0.061620843,-0.70554644,0
0.036426533,0.3688178,-0.097212456,0
-0.0561593,0.017523605,0.21670412,1
0.37474847,0.12745146,0.15299505,1
-0.0790484,0.1943069,-0.076238595,0
0.10753854,-0.09218223,-0.22557509,0
-0.11429976,-0.09218223,-0.59363437,0
0.47884426,-0.12287096,-0.062916115,1
-0.013489754,-0.09218223,-0.21441776,0
0.14387949,0.3688178,-0.14658469,0
-0.40284225,-0.06549439,0.5358114,1
-0.1588673,-0.09218223,-0.025338272,0
-0.22134303,0.049729135,0.37407187,1
0.3827754,-0.18644863,0.03431269,1
-0.10610597,0.08579499,0.30359995,1
0.23629709,0.04138386,0.20976691,1
-0.1428691,-0.053425755,0.18296842,0
0.04422057,-0.0720115,0.2619166,1
0.0009969692,-0.15239081,0.22007829,1
-0.11757489,0.1943069,-0.15320796,0
0.3027917,-0.2153324,0.032613013,1
0.5339682,-0.21364367,-0.094009444,1
0.04726491,-0.09218223,-0.38003504,0
0.18620402,-0.05858724,0.17531641,1
0.018360646,-0.09218223,-0.08768818,0
0.1072188,0.06527332,-0.25707415,0
-0.03201978,0.11402666,-0.24054578,0
-0.44232517,-0.007026188,0.7084452,1
0.37317032,0.14323024,0.07092284,1
0.11144054,0.34008774,0.22456364,1
0.0727351,0.009117229,0.30677587,1
-0.016882047,-0.15896766,0.179952,1
0.030121312,-0.06068941,-0.7793587,0
-0.08215176,0.044857144,0.13139077,0
-0.5181596,-0.11086023,0.4837936,1
-0.04328583,-0.09218223,-0.58113027,0
0.40700993,-0.21477823,-0.041658826,1
0.034507148,0.017523605,0.19366029,1
-0.1428691,-0.081834085,0.15842831,0
0.036326017,-0.09218223,-0.081273645,0
-0.18860683,-0.19471675,0.3799176,1
0.022728475,-0.01999119,-0.52009124,0
-0.0027776447,0.0065203276,-0.3888327,0
0.105826154,0.3688178,-0.10251069,0
0.17120521,-0.033405,0.121135436,1
-0.18883865,0.105563655,0.25941715,1
