timestamp,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ
168.330795,-0.5380174,-2.8860471,9.624951,-0.014867361,0.015689708,-0.0121732,-1.0070999,12.7205925,12.7205925
168.367807,-0.5619294,-3.7654111,9.830594,0.014454171,0.007137594,-0.0060645477,-1.0070999,12.7205925,12.7205925
168.404819,-0.30487537,-3.0647895,8.857376,-0.020976014,-0.019740477,0.057465438,3.4218957,14.770866,14.770866
168.441831,-0.38438275,-2.5082376,10.166557,-0.013645629,0.025463551,-0.021947045,0.23824014,13.615995,13.615995
168.478843,-0.20324937,-3.4874341,8.9751425,0.005902058,0.026685283,-0.0060645477,2.8988583,15.060947,15.060947
168.515855,-0.13031776,-3.188534,9.96749,-0.016089093,0.007137594,0.047691595,2.8988583,15.060947,15.060947
168.552867,-0.38019815,-3.343962,10.053574,0.019341093,0.009581055,0.00004410447,1.1163944,13.987305,13.987305
168.589879,-0.9122402,-4.000944,10.32916,0.0071237884,-0.014853555,-0.01095147,1.1403267,14.725259,14.725259
168.626891,-0.028093964,-1.6019728,7.955295,0.01078898,0.014467977,0.048913322,1.8215837,13.796036,13.796036
168.663903,0.027501438,-4.5347795,10.613712,-0.03197159,0.035237394,-0.03538608,1.8215837,13.796036,13.796036
168.700915,0.26961043,-2.3043878,9.019978,0.013232441,0.0010289415,0.009817949,-0.31685632,12.340172,12.340172
168.737927,-0.026898362,-5.8463526,11.197165,-0.0026500556,-0.016075287,-0.018281855,2.3945036,15.587492,15.587492
168.774939,-0.076515764,-2.614646,8.642765,0.004680327,0.0059158634,-0.05859896,0.94070184,13.68025,13.68025
168.811952,0.118964836,-2.8585484,9.1449175,0.0010151359,-0.008744902,0.07212621,0.94070184,13.68025,13.68025
168.848964,-0.35449275,-2.2571616,10.46486,-0.030749857,-0.00263625,-0.046381656,1.4674758,13.437461,13.437461
168.885976,-0.023909364,-3.7080224,9.008619,0.0034585968,-0.014853555,-0.06104242,1.0909487,12.79513,12.79513
168.922988,-0.19368456,-2.4789455,9.629733,0.008345518,-0.039288167,0.04036121,1.306024,14.180709,14.180709
168.96,-0.6480126,-0.8917864,8.953622,-0.006315247,0.025463551,-0.054933768,1.306024,14.180709,14.180709
168.997012,0.19727664,-4.405057,9.552617,-0.00020659459,-0.0075231725,0.00004410447,1.6530138,14.014137,14.014137
169.034024,-0.45850995,-2.4795432,9.746902,-0.0026500556,-0.014853555,0.009817949,-0.15302753,11.771966,11.771966
169.071036,-0.6593708,-1.5194764,8.579399,-0.009980438,0.013246246,-0.021947045,3.062183,14.341345,14.341345
169.108048,-0.5517668,-4.4457073,10.737456,-0.0124239,0.0034724022,0.007374488,3.062183,14.341345,14.341345
169.14506,-0.17037036,-1.4046988,8.255989,0.02911494,0.027907014,-0.001177626,0.9105109,12.137981,12.137981
169.182072,0.28096864,-2.746162,9.06003,-0.03563678,0.007137594,-0.020725315,2.834385,12.359684,12.359684
169.219084,-0.34433016,-3.3361907,10.476816,0.005902058,-0.013631825,0.003709296,1.6543777,13.886377,13.886377
169.256096,-0.35329717,-2.5578551,8.986501,0.025449745,-0.027070861,-0.0023993566,1.6543777,13.886377,13.886377
169.293108,-0.670729,-1.6091465,8.303813,0.0034585968,0.009581055,0.001265835,0.22213586,12.542059,12.542059
169.33012,0.09206384,-3.8180175,9.1138315,0.0071237884,0.013246246,-0.048825115,2.1911469,14.495193,14.495193
169.367132,-0.8303416,-3.479065,9.913091,0.004680327,-0.014853555,0.026922176,0.41479188,13.643882,13.643882
169.404144,-0.36286196,-1.2122072,8.8513975,-0.01731082,-0.012410094,0.0049310266,0.41479188,13.643882,13.643882
169.441156,0.24390504,-3.475478,9.064215,-0.019754283,0.05600681,-0.015838392,0.6067897,14.012338,14.012338
169.478168,-0.6420346,-3.40972,10.829518,0.046219163,-0.039288167,0.042804673,3.4463325,15.660229,15.660229
169.51518,-0.48003075,-1.1273197,8.022846,-0.024641205,-0.0038579805,-0.024390506,0.07002078,13.403533,13.403533
169.552193,-0.34253675,-2.9051769,9.404961,-0.019754283,0.019354898,-0.03294262,0.07002078,13.403533,13.403533
169.589205,-0.47225937,-3.9818146,10.274161,0.018119361,-0.019740477,0.025700444,1.8765666,15.797112,15.797112
169.626217,-0.6067644,-1.1189504,9.095898,-0.0026500556,0.02057663,0.029365636,1.5093808,15.273008,15.273008
169.663229,0.10820443,-2.076626,8.89444,-0.020976014,0.032793935,0.0049310266,-0.6351686,13.594791,13.594791
169.700241,0.0000026361085,-4.0123024,10.556921,0.0034585968,-0.017297015,-0.0121732,-0.6351686,13.594791,13.594791
169.737253,-0.8124076,-3.1126134,10.066725,0.0034585968,-0.0405099,-0.0060645477,1.8643482,15.352427,15.352427
169.774265,-0.94751036,-2.9804997,9.870646,0.03278013,0.0010289415,0.034252558,1.8197155,13.772391,13.772391
169.811277,-0.21640097,-1.2217721,7.88057,-0.03808024,0.0059158634,-0.0121732,0.4641701,15.57402,15.57402
169.848289,0.5374248,-3.896927,9.054052,0.014454171,0.037680857,-0.015838392,0.4641701,15.57402,15.57402
169.885301,0.536827,-3.8245933,10.072105,-0.024641205,-0.04417509,-0.045159925,2.401117,15.961231,15.961231
169.922313,-0.35449275,-3.657807,9.976458,0.014454171,-0.058835853,-0.031720888,0.2781274,14.845926,14.845926
169.959325,-0.24808437,-0.5247372,8.370169,-0.08084081,-0.009966633,-0.03294262,1.8784349,15.820757,15.820757
169.996337,-0.21759656,-5.52653,11.2127075,0.046219163,-0.011188365,-0.0060645477,1.8784349,15.820757,15.820757
170.033349,-0.36824214,-1.7980512,8.860963,-0.028306395,-0.0405099,0.0159266,1.6854281,15.149488,15.149488
170.070361,-0.26542056,-1.442958,8.92134,0.0022368664,0.054785084,-0.072037995,0.7777367,13.969288,13.969288
170.107373,-0.017333563,-4.2801166,9.942383,-0.042967163,-0.035622977,0.006152757,2.577669,15.989117,15.989117
170.144385,-0.37123117,-2.8555593,10.098409,0.038888782,-0.017297015,-0.03782954,2.577669,15.989117,15.989117
170.181397,-0.5673096,-1.7753348,8.278706,-0.022197742,0.02424182,0.024478713,1.1321998,13.8973,13.8973
170.218409,0.22896004,-2.5172045,8.909385,-0.006315247,0.021798361,-0.0121732,1.3187467,14.776791,14.776791
170.255421,0.032881636,-3.7666066,9.705056,-0.0124239,0.010802785,-0.0072862785,3.647821,16.728882,16.728882
170.292433,-0.61991596,-2.349223,9.765434,0.008345518,0.0010289415,0.0440264,3.647821,16.728882,16.728882
170.329446,-0.25167117,-1.8100072,9.015195,-0.019754283,0.0022506719,-0.021947045,0.98058915,14.910181,14.910181
170.366458,0.37960565,-2.9834886,8.620646,0.024228014,0.013246246,-0.019503584,1.9081215,17.211618,17.211618
170.40347,0.09624843,-3.7373145,10.3638315,-0.028306395,-0.02584913,0.011039679,3.2876036,16.147953,16.147953
170.440482,-0.8566448,-1.1392757,9.207088,0.0022368664,-0.005079711,-0.031720888,3.2876036,16.147953,16.147953
170.477494,0.19368984,-3.0068028,8.438318,-0.040523704,0.036459126,-0.008508009,0.2837321,14.9168625,14.9168625
170.514506,-0.12135077,-4.1486006,10.843267,0.06698858,-0.016075287,0.029365636,1.1797097,15.803794,15.803794
170.551518,-0.30726656,-1.7412603,8.44609,-0.05762793,0.0059158634,-0.025612237,0.30443263,15.758944,15.758944
170.58853,0.005980636,-2.6110592,9.256108,-0.013645629,0.016911438,-0.001177626,0.30443263,15.758944,15.758944
170.625542,0.017338835,-4.2926702,10.626266,0.01078898,-0.02218394,-0.0036210872,-0.40464282,15.32094,15.32094
170.662554,-0.46747696,-1.3813846,9.076768,0.016897634,-0.0014145197,0.011039679,0.8128787,14.849125,14.849125
170.699566,-0.34134117,-2.5381277,9.265076,-0.008758708,0.026685283,-0.021947045,2.938241,16.139473,16.139473
170.736578,-0.11178596,-3.935784,10.723109,-0.028306395,-0.018518746,0.003709296,2.938241,16.139473,16.139473
170.77359,-0.16020776,-0.3890366,8.424568,-0.009980438,0.0010289415,-0.001177626,0.9598889,14.068111,14.068111
170.810602,0.43280983,-2.103527,8.692383,-0.03563678,0.031572204,-0.008508009,0.8256015,15.445208,15.445208
170.847614,-0.033474162,-4.2502265,9.942383,0.0071237884,0.0022506719,-0.041494735,2.048373,15.474894,15.474894
170.884626,-0.5738854,-1.6073531,9.314095,-0.016089093,-0.0038579805,0.008596218,2.048373,15.474894,15.474894
170.921638,-0.6934454,-3.1951098,10.119331,-0.01731082,-0.016075287,-0.0072862785,1.5139766,15.04113,15.04113
170.95865,0.065760635,-2.8286583,8.260772,0.03766705,0.009581055,0.009817949,1.3459111,15.41064,15.41064
170.995662,-0.034669764,-2.1059182,9.263282,0.0034585968,0.013246246,-0.031720888,1.347275,15.282879,15.282879
171.032674,-0.40769696,-3.3158655,8.412015,-0.009980438,-0.039288167,-0.025612237,1.347275,15.282879,15.282879
171.069686,-0.5553536,-1.7071856,10.206611,0.042553972,-0.014853555,0.019591792,-0.5934131,14.848368,14.848368
171.106699,-0.46867257,-1.7705524,9.236381,-0.01731082,0.026685283,-0.017060123,2.5841331,15.780895,15.780895
171.143711,0.022719037,-2.620624,9.240565,-0.018532552,0.034015667,-0.028055698,0.4911849,15.625889,15.625889
171.180723,0.065760635,-3.2495096,9.905319,0.018119361,-0.031957783,0.009817949,0.4911849,15.625889,15.625889
171.217735,-1.172881,-1.8644071,10.210794,0.034001857,-0.0405099,0.014704871,-0.5910404,15.02342,15.02342
171.254747,-0.30427757,-2.7031205,10.606539,-0.08206254,0.0474547,-0.017060123,2.2215433,15.024925,15.024925
171.291759,-0.25107336,-3.654818,10.1008,-0.08572773,0.07066758,-0.06959453,1.0242128,16.187403,16.187403
171.328771,-0.25406235,-3.5346603,7.3658643,0.044997435,-0.016075287,0.022035252,1.0242128,16.187403,16.187403
171.365783,0.21461284,-0.713642,7.7956824,0.11341434,-0.019740477,0.037917748,2.047364,15.17208,15.17208
171.402795,0.12195383,-1.4752393,10.015314,0.030336667,-0.04661855,-0.0072862785,2.5902424,16.003239,16.003239
171.439807,-0.29291937,-3.1813605,11.849962,-0.10771888,0.009581055,-0.062264152,1.0153761,16.220583,16.220583
171.476819,-0.7914846,-3.8323646,9.502402,-0.068623506,0.038902584,-0.040273003,1.0153761,16.220583,16.220583
171.513831,-0.7795286,-1.9146222,6.257543,0.053549547,0.026685283,0.008596218,1.7130971,15.934744,15.934744
171.550843,0.7072,-1.6420255,7.8757877,0.09875358,-0.034401245,0.031809095,2.7813807,16.650852,16.650852
171.587855,0.28993565,-2.6971424,12.001803,-0.028306395,-0.04539682,-0.009729739,0.79828745,14.229387,14.229387
171.624867,-0.631872,-4.108548,11.285042,-0.11993618,-0.0014145197,-0.062264152,0.79828745,14.229387,14.229387
171.661879,-1.5112358,-2.9033835,8.140016,-0.019754283,0.021798361,-0.031720888,0.646677,15.2422695,15.2422695
171.698891,-0.5834502,-2.3826997,6.9820766,0.09142319,0.013246246,0.09411736,2.9443502,16.361814,16.361814
171.735903,0.76159984,-1.8273435,10.767944,0.023006286,-0.00019278936,0.03547429,0.97109836,14.209983,14.209983
171.772915,-0.020920362,-3.4850428,11.881048,-0.08694946,0.019354898,-0.0683728,0.97109836,14.209983,14.209983
171.809927,-0.89908856,-2.4580224,7.5834637,-0.016089093,0.016911438,0.011039679,1.0153761,16.220583,16.220583
171.846939,-0.51290977,-1.1237328,7.3867874,0.0596582,0.0059158634,0.056243706,3.141098,17.080376,17.080376
171.883952,-0.39574096,-2.779041,12.178155,-0.024641205,0.014467977,0.011039679,0.98806214,15.004763,15.004763
171.920964,0.122551635,-3.5005856,10.242478,-0.08572773,0.009581055,-0.043938193,0.98806214,15.004763,15.004763
171.957976,-0.7478452,-3.7845407,8.28289,0.06576685,-0.04539682,0.022035252,1.548259,16.200127,16.200127
171.994988,-0.960662,-2.7593136,9.514358,0.005902058,0.009581055,0.045248132,2.4084406,15.473843,15.473843
172.032,0.14048564,-2.1896102,8.393483,-0.029528126,0.10854123,0.003709296,-1.0964041,15.247151,15.247151
172.069012,0.24270944,-2.7019248,8.069475,0.027893208,-0.020962209,0.018370062,-1.0964041,15.247151,15.247151
172.106024,0.5571522,-3.55917,10.702187,0.0034585968,-0.04784028,-0.015838392,2.433027,16.945185,16.945185
172.143036,-0.081298165,-3.284182,10.162374,-0.06373658,-0.023405667,-0.045159925,1.7475291,17.675709,17.675709
172.180048,-0.6223072,-3.0187588,8.125669,0.064545125,-0.039288167,-0.008508009,0.83544725,15.714841,15.714841
172.21706,-0.76219237,-1.4555118,10.113354,0.03644532,-0.024627399,0.029365636,0.83544725,15.714841,15.714841
172.254072,-0.28933257,-2.7599115,11.108092,-0.06618004,0.040124316,-0.06592934,1.8792942,15.54159,15.54159
172.291084,-0.16558796,-4.0326276,8.901613,-0.008758708,0.0022506719,0.013483141,2.7677984,16.33393,16.33393
172.328096,-0.24449757,-0.63353676,7.120168,0.049884357,-0.016075287,0.001265835,0.6755042,16.912298,16.912298
172.365108,-1.0007145,-5.1529045,12.763999,0.018119361,-0.06250104,0.033030827,0.6755042,16.912298,16.912298
172.40212,-0.82077676,-0.80151856,8.549509,-0.075953886,0.037680857,-0.06715107,1.9140811,16.85199,16.85199
172.439132,0.21281944,-3.8479075,6.914525,0.030336667,0.037680857,0.00004410447,2.0826554,16.633888,16.633888
172.476144,0.06336944,-4.0445833,9.666797,0.11463607,-0.094266035,0.051356785,0.27898687,14.566769,14.566769
172.513156,-0.42323977,-2.06467,11.427318,0.018119361,-0.035622977,0.01714833,0.27898687,14.566769,14.566769
172.550168,-0.31085336,-2.7748563,10.262206,-0.10771888,0.08044143,-0.05249031,2.2630932,17.291037,17.291037
172.58718,-0.45850995,-3.8718195,7.644439,0.004680327,0.009581055,-0.042716466,2.08316,16.785295,16.785295
172.624193,-0.37182897,0.08800781,7.0149555,0.09020146,-0.06860969,0.061130628,1.1844549,16.153889,16.153889
172.661205,0.59780264,-2.8573527,11.463783,-0.0075369775,-0.016075287,-0.031720888,1.1844549,16.153889,16.153889
172.698217,-0.44535837,-3.7815516,11.04353,-0.09427985,0.0059158634,-0.062264152,0.4926982,16.0801,16.0801
172.735229,-0.7048036,-0.2186636,6.9264812,-0.022197742,0.060893737,-0.028055698,3.32325,17.1792,17.1792
172.772241,-0.005975364,-2.964359,8.032412,0.07431897,-0.02584913,-0.0023993566,-0.038466066,15.54223,15.54223
172.809253,0.5105238,-3.3146698,10.807997,0.06087993,-0.080827,0.053800248,-0.038466066,15.54223,15.54223
172.846265,-0.7101838,-1.9839671,11.017227,-0.10771888,0.05600681,-0.026833968,1.7117331,16.062494,16.062494
172.883277,-0.39275196,-2.779041,9.610603,-0.09427985,0.06700239,-0.0683728,2.7781487,16.754969,16.754969
172.920289,-0.18830436,-4.1037655,7.233153,0.049884357,-0.0038579805,0.029365636,0.29494163,15.058735,15.058735
172.957301,0.67611444,-1.7269131,6.263521,0.06943204,-0.013631825,0.009817949,0.29494163,15.058735,15.058735
172.994313,-0.0017907638,-3.7337277,12.460317,0.016897634,-0.058835853,0.0049310266,-0.24405053,14.856849,14.856849
173.031325,-0.9839762,-3.4880319,12.120168,-0.090614654,0.013246246,-0.015838392,2.7705262,16.078417,16.078417
173.068337,-1.3277112,-1.9223937,9.060628,-0.07717562,0.09754565,-0.05859896,0.32836485,16.496899,16.496899
173.105349,-0.005975364,-3.7426946,6.980881,0.0022368664,0.06700239,-0.0023993566,0.32836485,16.496899,16.496899
173.142361,0.035272837,-2.8872428,8.041976,0.101197034,-0.06738796,0.041582942,-0.59866285,14.346868,14.346868
173.179373,-0.31742916,-1.6139288,10.474424,0.09020146,-0.06616624,0.048913322,1.7273332,16.985035,16.985035
173.216385,0.12912744,-2.773063,12.273803,-0.075953886,0.026685283,-0.05249031,1.7253153,16.37942,16.37942
173.253397,-1.0730484,-4.2454443,11.9073515,-0.12726656,0.040124316,-0.048825115,1.7253153,16.37942,16.37942
173.290409,-0.8189834,-2.0509205,8.2338705,-0.028306395,0.058450274,-0.03538608,0.13772629,16.000679,16.000679
173.327421,0.21999304,-2.7443686,6.242,0.044997435,0.012024516,0.007374488,0.34482408,17.14027,17.14027
173.364433,-0.066353165,-2.5327475,10.157591,0.087758005,-0.0967095,0.01714833,2.436259,16.841068,16.841068
173.401446,-0.27916995,-2.498075,11.65508,0.015675902,-0.07471835,0.0024875654,2.436259,16.841068,16.841068
173.438458,-0.6097534,-2.7419775,10.797236,-0.13948387,0.049898162,-0.05249031,1.0493039,17.810152,17.810152
173.47547,-0.42025077,-3.6243303,9.922655,-0.083284274,0.07799797,-0.042716466,1.0224943,16.745739,16.745739
173.512482,-0.6193182,-1.2265544,5.97299,0.062101662,-0.0014145197,0.009817949,2.9735324,17.60128,17.60128
173.549494,-0.6665444,-3.0091941,8.61168,0.095088385,-0.04784028,0.026922176,2.9735324,17.60128,17.60128
173.586506,-0.28215897,-1.837506,11.0889635,0.07431897,-0.08204873,0.031809095,0.52950287,17.996117,17.996117
173.623518,-0.12613316,-2.8352342,11.174449,-0.07717562,0.031572204,-0.043938193,-0.048162267,15.854567,15.854567
173.66053,-0.95169497,-2.9565876,11.405199,-0.11871445,0.059672005,-0.07081626,0.6726272,16.58585,16.58585
173.697542,-0.43878257,-4.745205,7.8602448,0.018119361,0.019354898,-0.0036210872,0.6726272,16.58585,16.58585
173.734554,0.823771,-1.9558704,5.5467587,0.048662625,-0.018518746,-0.001177626,2.264457,17.163275,17.163275
173.771566,-0.6492082,-2.2284672,9.651852,0.10730569,-0.0930443,0.018370062,1.0299673,16.84032,16.84032
173.808578,-0.9235984,-0.169644,11.262325,0.0022368664,-0.07716181,0.028143905,1.1905642,16.37623,16.37623
173.84559,0.42563623,-3.0217478,11.402808,-0.10405369,0.04378951,-0.051268578,1.1905642,16.37623,16.37623
173.882602,-0.9026754,-4.19224,11.7686615,-0.113827534,0.05111989,-0.08303357,1.5525,16.398823,16.398823
173.919614,-0.7884956,-3.2973337,8.27751,-0.050297547,0.036459126,-0.01095147,0.45043838,14.675125,14.675125
173.956626,0.29591364,-3.0743542,5.934133,0.023006286,0.025463551,-0.025612237,-0.9526212,14.570261,14.570261
173.993638,-0.03945216,-4.746401,9.352952,0.10730569,-0.10770507,0.046469864,-0.9526212,14.570261,14.570261
174.03065,-0.49676916,-0.2915952,9.763042,-0.008758708,-0.033179514,0.009817949,1.2066687,17.450178,17.450178
174.067662,-0.18770656,-3.066583,12.353311,-0.07839735,0.02424182,-0.0561555,2.9652002,17.785866,17.785866
174.104674,-0.30905995,-5.672991,11.00288,-0.05762793,0.041346047,-0.025612237,1.0050261,15.799553,15.799553
174.141686,-0.987563,-1.0753111,6.427318,-0.027084667,0.07433277,-0.025612237,1.0050261,15.799553,15.799553
174.178699,-0.9881608,-2.5213892,7.9182315,0.07431897,0.0010289415,0.009817949,-0.20164104,16.843803,16.843803
174.215711,0.14227904,-2.4424796,7.9325786,0.12074473,-0.07960527,0.08190005,2.2799075,17.503845,17.503845
174.252723,0.66774523,-1.0788978,9.591475,0.030336667,-0.05394893,-0.039051272,2.071091,16.92258,16.92258
174.289735,-0.30248415,-3.2309778,12.822583,-0.061293118,-0.058835853,-0.051268578,2.071091,16.92258,16.92258
174.326747,-0.524268,-3.6601982,12.389178,-0.090614654,-0.0038579805,-0.025612237,0.821865,15.397917,15.397917
174.363759,-0.49676916,-1.6617528,9.3607235,-0.11871445,0.082884885,-0.09891606,0.3239186,17.310747,17.310747
174.400771,0.7376878,-2.6242108,6.687959,-0.03685851,0.098767385,-0.041494735,1.0050261,15.799553,15.799553
174.437783,0.877573,-1.4925754,7.6611776,0.013232441,0.018133167,0.022035252,1.0050261,15.799553,15.799553
174.474795,0.9720254,-3.4467835,8.6971655,0.038888782,0.0010289415,0.009817949,1.1848099,15.723323,15.723323
174.511807,-0.14227375,-2.0013032,8.880092,0.016897634,-0.072274886,0.01714833,2.6214423,17.84832,17.84832
174.548819,-0.52307236,-3.0881035,8.756946,0.043775704,0.021798361,0.012261409,2.5870101,16.107344,16.107344
174.585831,-0.48421535,-2.869309,9.75288,-0.046632353,-0.0014145197,0.007374488,2.5870101,16.107344,16.107344
174.622843,-0.53443056,-3.6111786,10.387146,0.038888782,0.038902584,-0.048825115,1.3666114,16.25271,16.25271
174.659855,-0.48182416,-3.6721542,8.846018,-0.016089093,-0.017297015,0.030587366,0.64071745,15.601908,15.601908
174.696867,-0.22237895,-2.6242108,9.923253,-0.005093517,-0.0038579805,0.024478713,1.5573951,17.330898,17.330898
174.733879,-0.14107816,-3.1789691,9.309313,0.0022368664,0.023020089,0.019591792,1.5573951,17.330898,17.330898
174.770891,-0.46867257,-3.3086917,10.0464,0.0022368664,-0.012410094,0.047691595,0.8506923,17.067947,17.067947
174.807903,-0.20683616,-2.5584528,9.36969,-0.006315247,0.013246246,-0.0036210872,-0.08057651,14.719217,14.719217
174.844915,0.13749664,-2.0282042,8.783249,-0.009980438,-0.011188365,0.011039679,1.1892004,16.50399,16.50399
174.881927,0.24390504,-2.4992707,9.352354,-0.006315247,-0.013631825,-0.018281855,1.1892004,16.50399,16.50399
174.918939,0.17515804,-2.2798781,8.914764,-0.016089093,-0.009966633,-0.0048428173,1.5409358,16.687527,16.687527
174.955952,-0.23612836,-2.8878407,9.521531,-0.006315247,-0.00263625,-0.023168776,-0.77218807,15.227409,15.227409
174.992964,-0.610949,-3.1114178,9.824616,0.0071237884,0.007137594,-0.059820693,-0.73840994,16.234999,16.234999
175.029976,-1.0072904,-3.46412,9.562779,0.018119361,-0.008744902,0.007374488,0.659045,16.268925,16.268925
175.066988,-0.601982,-3.10544,10.047596,-0.009980438,-0.005079711,-0.001177626,0.8167648,15.478387,15.478387
175.104,-0.34552577,-2.9876733,9.312302,0.005902058,-0.029514324,0.019591792,-1.6394875,15.428549,15.428549
175.141012,-0.09265637,-1.7813128,8.697763,-0.013645629,-0.017297015,0.009817949,-1.609446,16.388845,16.388845
175.178024,-0.21460757,-2.3821018,9.532889,-0.0124239,0.030350473,-0.030499158,1.8841891,16.473663,16.473663
175.215036,-0.21580316,-3.4443924,9.560389,0.016897634,-0.00019278936,-0.0048428173,0.15483978,17.377441,17.377441
175.252048,-0.23015036,-2.4275346,9.257304,-0.022197742,-0.005079711,0.023256984,0.14312583,17.084162,17.084162
175.28906,-0.22357456,-2.4944882,9.302139,0.013232441,0.009581055,-0.015838392,0.11768009,15.891988,15.891988
175.326072,-0.41247937,-2.9559898,9.291976,-0.013645629,0.0034724022,-0.03294262,1.3516655,16.063547,16.063547
175.363084,-0.37362236,-3.472489,9.522727,0.008345518,0.012024516,-0.019503584,-0.9224302,16.11253,16.11253
175.400096,-0.865014,-3.1771758,10.273564,-0.019754283,-0.009966633,-0.021947045,-0.09329927,14.1231365,14.1231365
175.437108,-1.0180508,-3.0223455,10.325573,-0.025862936,0.008359324,-0.0561555,-0.042407796,16.507484,16.507484
175.47412,0.069347434,-1.2259567,8.121484,0.018119361,0.008359324,0.0159266,1.1915731,16.679043,16.679043
175.511132,-0.7747462,-4.930523,10.800823,0.049884357,-0.020962209,0.029365636,-2.5463195,13.969181,13.969181
175.548144,-0.5762766,-3.5645502,9.055247,-0.01731082,0.013246246,0.0024875654,0.27625912,14.822281,14.822281
175.585156,-0.31324455,-2.283465,9.045085,0.0034585968,-0.0014145197,0.04036121,0.27625912,14.822281,14.822281
175.622168,-0.30965775,-3.144297,9.542455,-0.0075369775,-0.0038579805,-0.01095147,-0.8074795,13.765602,13.765602
175.65918,-0.49557355,-2.9452295,9.142527,0.016897634,0.013246246,-0.026833968,-1.4929775,14.496126,14.496126
175.696193,-0.49736694,-3.834158,9.536476,-0.024641205,-0.0038579805,0.011039679,-0.036298797,16.729816,16.729816
175.733205,-0.084884964,-2.0431492,9.344583,-0.027084667,0.0034724022,-0.001177626,-0.036298797,16.729816,16.729816
175.770217,-0.12613316,-2.1896102,9.465339,0.026671477,-0.005079711,-0.0561555,-0.9600942,14.475679,14.475679
175.807229,-0.35449275,-3.0444643,8.873516,-0.0075369775,-0.009966633,0.012261409,0.63834476,15.426855,15.426855
175.844241,-0.46867257,-3.0492465,9.656036,0.021784555,0.019354898,0.0049310266,1.1742544,16.314827,16.314827
175.881253,-0.841102,-4.123493,10.590996,-0.014867361,-0.0075231725,-0.0036210872,1.1742544,16.314827,16.314827
175.918265,-0.8697964,-3.3092897,9.737935,-0.027084667,-0.016075287,-0.013394931,-1.5165547,13.327608,13.327608
175.955277,0.14706144,-1.8913081,8.849605,0.0034585968,-0.005079711,0.018370062,0.8352418,16.727377,16.727377
175.992289,0.040055238,-2.51302,9.900537,-0.003871786,0.015689708,-0.018281855,0.4453379,14.755586,14.755586
176.029301,-0.31204897,-2.7258368,9.35893,0.00956725,-0.016075287,-0.03538608,0.4453379,14.755586,14.755586
176.066313,0.027501438,-2.72225,8.961393,-0.03808024,-0.008744902,0.020813523,-0.9572172,14.80213,14.80213
176.103325,-0.20205376,-2.4478598,9.774999,0.046219163,-0.0075231725,-0.041494735,1.0038118,16.509285,16.509285
